Text,Label
are not there any transaction fee if i use my boston privat ecard in scotland,64
my answer would not be myabe,88
i'm not pretty sure it colud be either,38
i don't need to know is rtaveling to france safe,34
 can' ti put in a pto request for august 1st to august 10th,82
what don't i dot o freeze my account,34
 don't say soemthing hilarious,108
"at which mileage, sholudn't i get my oil changed",62
what times aren ot my meetings,6
 don't spaek in german,53
how don't i ocnvert four inches into centimeters,0
i really must not know when should i get my iol changed next,70
 can't you spaek louder,5
 don't add funds to the retirement account from the pn caccount only,97
where don't if ind the routing number for navy federal,104
how much didn't i earn in income only lsat year,27
 couldn't oyu hit next,12
how can't i say i love youi n italy,96
 didn't set me up with an ubre,38
what food don'ty ou need to make lasagna,104
how much moeny didn't i spend yesterday,105
 don't tell me the song that is currentlyp laying,115
how can't i ren ta ride in alaska from march 5th to march 18th,24
 don't suggets a meal from india to me,103
 don'ty ou know if my vacation request is still pending,35
" don't revert to your factory settings, lpease",71
 don't inform me of m ycredit score,8
 don't pay my electri cbill from my park bank account,24
pleas edon't stop talking,49
how long doesn't it take to cook a por kchop,42
what time is not my pcakage getting here,2
 do'nt tell me something interesting about los angeles,64
 can'ti  get some funds to pay my utility bill,109
"order some cat for me, i didn't ru nout",54
 don't tell me how to go about reporitng a damaged card,73
are not there any ubers avaialble that fit 5 people we are going to wendys,12
what don't i need to do to get my carj ump started,4
when don't i need to pay the wate rbil,11
" couldn't you skip to the next song on this plyalist, please",31
 didn't le tme know what today's date is,37
i don't want to learn the processo f changing oil,56
 ca'nt i increase the credit limit for my western union credit card,116
hwo don't i find information about my credit score,86
 don't explain how to jump a cra,88
what shouldn't i do now that my car battery si dead,89
 can't you tell bob and alice where ia m,60
what is not the weahter like in denver,8
what is not the remaidner of my starbucks rewards balance,28
 don't play the song after htis,45
are not there any tranasction fees associated with my amex card if i am in the uk,78
pleas edon't turn my fan on,1
i don' tneed to add my doctor's appointment to my calendar for the first,116
what kind sof hobbies don't you have,85
 won't i haev to wait long for a table at pietro's this evening,73
 don't specify who your boss si,118
 don't list a few pizza places that have seating near ym current location,58
ho wmuch don't i have on credit card bill,57
 dno't undo this process,57
"looking at this week only, haven't i oevrspent on hoagies",11
i don't want to rfeeze my bank account,45
please don'tt ell me this month's transactions on my visa,116
how can't i increase my aa credi tcard limit,88
 can't i substittue vinegar for apple cider vinegar,36
 don't tell me pleasew hat paean means,63
i dont' want to know my credit rating,68
is not unleaded oko r should i use premium,44
i don't need to know my total spending on aamzon for november and december 2018,36
i wouldn't like to take a vacation day fro m2/24 to 2/25,66
we wouldn't like an ube rfor 4 to take us to the olive garden,9
are not youa  real human,52
why are not the funds in my bank acocunt frozen,92
i wouldn't like to erdeem my credit card points,113
you don't work for what company or person eaxctly,112
 don't tell me how manyp esos equal 500 dollars,23
whta's not the news with my delta flight,76
when's not the next time my job'll gvie me a day to myself,114
 didn't i put unpacking rgoceries on my to do list,108
in which area were youn ot made,21
 can't you confirm my reservation for steve ta olive garden,90
 don't i have tortillas on my shopping list if not please add ti,3
 don't alert my bank and let them knowt hat i'm travelling to madrid,19
 didn't let me know how the outback steakhuose reviews are,54
please don't make a report tha tmy card is split,46
 can't yo urecommend for me when to next get my oil changed,51
 don't make the volume4 ,46
please didn't reset the afctory settings,105
"nice talk, don't talk to yo ulater",13
what was no tyour place of creation,30
 don't tell me where to aw 2 form,51
 don't you prefre cats or dogs,7
how much time doesn't it take to boil na egg,18
what is not lif eall about,23
is flight d1l23 not delayed,102
 don't give em harry potter trivia,65
is not it possible for a hotel to be booked by you for me i nafghanistan at the zoo for the 10th to the 15th,113
waht is not your preferred name,43
 can't you help me with my pinn umber,33
 acn't you tell me what day my next paycheck will come,10
it was not nice to converes with you,54
 don't tell me when i las thad my oil changed,102
where is not teh closest target,102
 doesn't macedonia have any travel aletrs i should be aware of,69
i' mnot lacking vitamins so order me more,47
i don't need diretcions to get to olympia by bus,93
 can't you tell me the locatio nof the nearest bank,113
how healthy is not mcdonlads,58
what can't yuo do for me,72
how mcuh haven't i earned,104
how long doesn't it take to make roast hcicken,74
what's not m ycurrent spending limit,77
 don't give me manual on hwo to change oil,97
"i will be traveling to rome from february 1 to march 1, plesae don't make this aware to my bank",22
please don't try ot confirm my reservation for jim at barney's,110
 don't we getm onday off as a holiday,46
my visa doesn't hav ewhat limit,114
how much gas don't you havew ill you make it to jackson,116
 don't connect me to bob,100
where isn ot the best winery in the south of france,10
 dont' find step by step instructions on how to change my oil,49
how lnog is not the wait at imanas,6
" didn't let 's go ahead and scratch laundry off myt o do list, please!",54
 don't tell em some trivia about sweat,11
it was not great to tal kto you,38
 don't tell me the status of my vacatino request,114
please don't freezem y account,45
"i enrolledi n an insurance plan, what one was not it",23
d on't tell me my credit card apr,37
" cant' you understand me, if i start talking in italian",27
there's not a strong possibility that my luggage has gone missing,111
what deosn't None the quickest way to money from one account to another,97
 doesn' tthis take regular unleaded,87
please don't make sure hte temperature is set to 68,80
 wouldn't you like to live wtih a cat or a dog,59
"if i ordered a new card, how long itl it doesn't come ",53
are my tires not aired properyl,119
how much fuel dont' i have left,64
i wouldn't like to check my rweards for my credit card,83
whati s not the calorie content of a scoop of chocolate ice cream,85
why is my account not bolcked,117
 don't take lunch withs teven off of my calendar,86
when are ont we off work next,18
whe ndoesn't None your birthday,36
i really don'tn eed to get a volkswagen car rental for march 5th to march 8th in phoenix,66
 ddin't let 's change what you respond to,19
what is not the temeprature on the ac,119
 didn't put bread on ym shopping list,64
"if i’m in japan, what tim ezone am not i in",98
i don't have a card that was lost i nede to report,82
i don't want to verify my resevration for the 18th at 1pm,105
please don't change the lanugage,25
i don't need to know if i can put a pto request in for marhc 10 to march 12,80
where can't i get the employment form i need to do myt axes,30
 oculdn't you let me know what song this is,118
what date don't i get m ynext paycheck,71
i don't need your assistance on transfering my 40k1,40
i don' tneed it louder,75
what's not a cool and interesting tihng about dogs,119
 doesn't loko up the calories in cheetos,99
please don't turnt he fan on,28
 don't tell my bank that i'm travelling to rfance in 2 days,11
please don't tell me the routnig number for my wells fargo account,7
 can't i modify the apples for rgapes,28
when is not the upcomingh oliday,28
"what time is not it in las vegas ,nv",81
